#length	score1151	11
1246	7
330	2
284	2
384	6
1362	1
257	1
30	2
169	1
13	1
842	1
111	2
677	1
513	1
30	9
77	1
180	2
341	1
83	1
375	2
1421	3
217	1
193	1
248	1
88	7
478	3
551	2
69	2
313	1
77	1
154	3
71	2
78	1
1026	15
100	4
2005	2
93	2
272	1
105	2
73	2
89	1
1064	3
218	2
76	2
495	1
103	2
280	2
126	1
57	1
105	2
100	1
113	1
72	3
238	1
142	1
419	2
192	3
50	0
104	1
351	4
32	2
215	2
423	1
429	2
76	36
706	2
189	1
1472	1
357	2
132	1
1255	2
177	2
224	1
4	1
82	13
116	24
410	1
